ID.o,S Group,C Group,Price, Volume, TradeTime, EventTime, Offer, Bid, Buyer, Seller, buyerID, sellerID, Realized Tot , R per Tr ,UnReal Q,U per tr Q, Unreal Tot $ ,User Volu,User%ofTotalVolu,Total Volu,TradeCount,1st HourVolu,1stHourUserVolu,1stHour?,last HourVolu,lastHourUserVolu,lastHour?,1stHR_Usr/1SThR_Tot,lastH-Usr/LAST-HR-Tot,1stHR_Usr/TOT_vol,lastH-Usr/TOT_vol,VWAP,Price*V,(p2/p1)-1,ln(p2/p1),Net,User Buy,User Sell,User Vol Traded (Buy+Sell),Qualify,Gender,"Based on the INFORMATION provided, the best strategy is to:",Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q26,Q27,Q45,Q28,Q47,Q29,Q30,SUM
S7C3a14,S7,C3a14,19.8,16,12:56:46,12411,21,20.800001,Server,Server,0,10,8004.89995,316.8,-399,-16,-7900.2,661,21.35%,3096,34,834,23,0,2936,489,1,2.76%,16.66%,0.007428941,5.38E-05,20.24961242,316.8,0,0.00%,104.69995,131,530,661,A,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),2,3,4,4,1,4,4,3,4,4,5,4,4,4,4,4,5,4,4,3,4,2,4,4,4,4,4,4,3,4,1,112
S7C2b14,S7,C2b14,21,9,12:52:59,12181,20.9,20.1,Server,Server,0,0,734.6,0,-36,0,-756,176,6.51%,2704,14,788,50,0,2374,0,1,6.35%,0.00%,0.018491124,0,20.2799926,189,-0.00476,-0.48%,-21.4,70,106,176,B,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,4,4,4,1,5,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,0,115
S7C2a14,S7,C2a14,21,5,12:57:28,12450,20.6,20.4,Server,Server,0,0,613.5,0,-30,0,-630,190,6.92%,2747,20,788,55,0,2012,20,1,6.98%,0.99%,0.020021842,3.62E-06,20.33898802,105,-0.01905,-1.92%,-16.5,80,110,190,A,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),1,4,4,4,2,5,3,1,5,5,5,3,5,4,5,5,5,2,2,4,3,3,4,4,5,5,5,5,5,5,0,118
S7C1b14,S7,C1b14,21,1,12:57:54,12478,21,20.800001,Server,Server,10,0,1109.600099,-21,-62,1,-1302,890,28.45%,3128,40,788,0,0,2956,642,1,0.00%,21.72%,0,6.94E-05,20.31611259,21,0,0.00%,-192.399901,414,476,890,B,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),1,4,4,4,2,4,2,1,2,4,3,4,4,4,5,5,5,5,5,4,4,3,4,5,4,5,5,4,4,5,0,115
S7C19b1,S7,C19b1,20.8,20,12:57:07,12429,21,20.800001,Server,Server,0,10,7100.69996,416,-349,-20,-7259.2,561,18.77%,2989,61,878,90,0,2298,306,1,10.25%,13.32%,0.030110405,4.45E-05,20.24586822,416,-0.02404,-2.43%,-158.50004,106,455,561,B,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,121
S7C19a1,S7,C19a1,20.8,15,12:59:23,12566,21.1,20.800001,Server,Server,0,10,22881.40003,312,-1136,-15,-23628.8,1410,36.95%,3816,100,818,15,0,3208,816,1,1.83%,25.44%,0.003930818,6.67E-05,20.20243718,312,0,0.00%,-747.39997,137,1273,1410,A,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),3,2,4,4,2,4,4,1,4,4,4,3,4,2,4,4,4,4,4,3,4,2,4,4,4,4,4,3,4,4,1,106
S7C17b1,S7,C17b1,21,11,12:57:59,12482,20.9,20.7,Server,Server,0,0,3263.10002,0,-159,0,-3339,559,19.07%,2932,35,788,89,0,2582,137,1,11.29%,5.31%,0.030354707,1.81E-05,20.28826741,231,0,0.00%,-75.89998,200,359,559,B,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),4,3,5,4,3,5,5,1,5,5,5,4,5,4,5,5,5,5,5,5,4,3,3,5,4,5,4,4,5,4,1,130
S7C17a1,S7,C17a1,20.9,21,12:59:42,12584,20.9,20.7,Server,Server,0,0,2911.80002,0,-143,0,-2988.7,489,16.89%,2896,34,788,72,0,2692,100,1,9.14%,3.71%,0.024861878,1.28E-05,20.27399863,438.9,0,0.00%,-76.89998,173,316,489,A,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),5,2,4,4,4,2,2,4,5,4,4,3,3,4,3,3,3,3,3,4,4,2,5,4,2,2,5,3,3,4,0,103
S7C16b1,S7,C16b1,20.9,36,12:58:03,12486,20.9,20.300001,Server,Server,0,0,22403.70002,0,-1130,0,-23617,1490,36.65%,4065,92,978,110,0,3118,480,1,11.25%,15.39%,0.027060271,3.79E-05,20.15252159,752.4,0.00478,0.48%,-1213.299985,180,1310,1490,B,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),2,3,2,5,1,2,5,1,1,4,3,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,0,120
S7C16a1,S7,C16a1,20.3,20,12:57:27,12450,21.1,20.300001,Server,Server,0,10,4486.60002,406,-220,-20,-4466,370,11.89%,3112,27,908,70,0,2754,220,1,7.71%,7.99%,0.022493573,2.57E-05,20.37246147,406,0.00985,0.98%,20.60002,75,295,370,A,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),4,2,5,4,2,4,4,3,4,4,3,4,3,3,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,2,0,102
S7C15b1,S7,C15b1,20.3,2,12:55:03,12306,21,20.300001,Server,Server,0,10,67.000045,40.6,0,-2,0,400,14.06%,2844,20,1268,100,0,1904,165,1,7.89%,8.67%,0.035161744,3.05E-05,20.29711675,40.6,0.03448,3.39%,67.000045,200,200,400,B,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,4,4,4,2,4,4,2,4,4,4,4,3,4,4,4,4,4,4,4,5,2,3,4,4,4,4,4,4,4,0,111
S7C15a1,S7,C15a1,20.6,22,12:50:51,12052,20.6,20.2,Server,Server,0,0,421.599975,0,-17,0,-350.2,397,14.01%,2834,19,1246,160,0,1836,167,1,12.84%,9.10%,0.056457304,3.21E-05,20.30920964,453.2,0.02427,2.40%,71.399975,190,207,397,A,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,3,4,4,3,2,2,3,4,4,4,4,4,4,3,3,4,4,3,4,3,4,2,4,2,4,4,4,2,3,1,101
S7C14b1,S7,C14b1,21,11,12:57:33,12455,20.9,20.7,Server,Server,0,0,2866.900099,0,-138,0,-2898,456,15.52%,2938,17,1046,159,0,2518,99,1,15.20%,3.93%,0.054118448,1.34E-05,20.32038805,231,0,0.00%,-31.099901,159,297,456,B,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),3,3,3,4,4,4,3,3,4,4,4,3,3,2,4,3,3,3,3,4,4,3,3,3,3,4,4,4,4,4,0,103
S7C14a1,S7,C14a1,21,20,12:53:04,12187,20.9,20.2,Server,Server,0,0,6061.200115,0,-299,0,-6279,835,26.57%,3143,35,788,25,0,2770,439,1,3.17%,15.85%,0.007954184,5.04E-05,20.26471531,420,-0.00476,-0.48%,-217.799885,268,567,835,A,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),1,5,1,2,5,4,5,1,4,5,5,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,97
S7C12b1,S7,C12b1,20.5,9,12:58:42,12522,21,20.5,Server,Server,0,10,12442.80021,184.5,-607,-9,-12443.5,1151,33.86%,3399,76,1450,268,0,3018,462,1,18.48%,15.31%,0.07884672,4.50E-05,20.33406892,184.5,-0.00488,-0.49%,-0.69979,272,879,1151,B,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),2,3,3,1,2,4,3,2,2,4,4,4,4,2,2,2,2,3,3,4,4,3,4,3,2,2,3,3,3,4,1,88
S7C12a1,S7,C12a1,20.8,4,12:59:34,12578,20.800001,20.6,Server,Server,0,0,7227.60008,0,-355,0,-7384,945,29.33%,3222,68,1328,280,0,2720,370,1,21.08%,13.60%,0.086902545,4.22E-05,20.22132223,83.2,0,0.00%,-156.39992,295,650,945,A,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),2,2,2,1,1,2,3,2,2,4,2,2,2,4,3,2,3,1,3,2,4,3,1,2,2,4,2,4,4,4,0,75
S7C114T,S7,C114T,21,1,12:57:54,12478,21,20.800001,Server,Server,10,0,1109.600099,-21,-62,1,-1302,890,28.45%,3128,40,788,0,0,2956,642,1,0.00%,21.72%,0,6.94E-05,20.31611259,21,0,0.00%,-192.399901,414,476,890,,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),3,3,3,2,4,2,2,4,2,3,3,2,2,2,3,3,5,5,5,2,2,3,4,4,2,2,4,2,2,3,0,88
S7C10b1,S7,C10b1,20.9,18,12:51:35,12097,20.9,20.2,Server,Server,0,10,-440.299975,376.2,26,-18,543.4,356,12.84%,2772,25,1024,127,0,2194,115,1,12.40%,5.24%,0.045815296,1.89E-05,20.32637086,376.2,0,0.00%,103.100025,191,165,356,B,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),1,5,3,5,2,3,3,2,4,4,4,4,4,4,4,4,4,2,3,4,2,4,3,4,2,4,4,4,4,2,1,103
S7C10a1,S7,C10a1,21,20,12:53:10,12194,20.9,20.1,Server,Server,0,0,932.700015,0,-44,0,-924,448,15.48%,2894,31,920,168,0,2492,170,1,18.26%,6.82%,0.05805114,2.36E-05,20.33026953,420,0.00476,0.48%,8.700015,202,246,448,A,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,3,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,114
S6C9b14,S6,C9b14,20.6,19,12:57:37,12460,20.6,20.5,Server,Server,0,0,-2693.10005,0,128,0,2636.8,564,19.25%,2930,56,894,53,0,2072,187,1,5.93%,9.03%,0.018088737,3.08E-05,20.34051197,391.4,0.01942,1.92%,-56.30005,346,218,564,B,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),4,4,4,4,2,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,118
S6C9a14,S6,C9a14,20.7,2,12:56:33,12398,21.1,20.7,Server,Server,0,10,-3882.1,41.4,187,-2,3870.9,483,14.71%,3284,39,2384,266,0,1782,82,1,11.16%,4.60%,0.080998782,1.40E-05,20.26476857,41.4,0.01932,1.91%,-11.2,335,148,483,A,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),2,3,4,3,3,5,4,1,4,4,4,4,4,3,3,4,4,4,4,4,4,2,2,3,4,4,4,4,4,3,0,105
S6C8b14,S6,C8b14,20.9,23,12:59:24,12565,20.9,20.4,Server,Server,0,10,7081.200168,480.7,-341,-23,-7126.9,1191,35.86%,3321,50,1110,90,0,2616,606,1,8.11%,23.17%,0.027100271,6.98E-05,20.29244212,480.7,0,0.00%,-45.699832,425,766,1191,B,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),5,1,1,5,1,5,1,1,1,5,5,3,4,4,5,5,5,5,5,5,1,1,5,3,4,5,5,5,5,3,0,109
S6C8a14,S6,C8a14,21.1,23,12:58:46,12531,20.9,20.7,Server,Server,0,0,5140.200045,0,-256,0,-5401.6,1244,34.19%,3638,52,868,47,0,2834,384,1,5.41%,13.55%,0.012919186,3.72E-05,20.31932386,485.3,-0.00948,-0.95%,-261.399955,494,750,1244,A,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,5,5,4,3,1,1,3,4,5,3,4,4,3,5,1,1,1,1,4,4,4,5,5,4,4,4,4,4,4,1,103
S6C7b14,S6,C7b14,21,47,12:55:22,12325,21,20.5,Server,Server,10,0,1707.30006,-987,-83,47,-1743,367,13.39%,2740,24,1008,110,0,1850,202,1,10.91%,10.92%,0.040145985,3.99E-05,20.31832121,987,0.00476,0.48%,-35.69994,142,225,367,B,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,135
S6C7a14,S6,C7a14,19.5,38,12:59:29,5370,19.5,20.2,,Server,0,0,-518.1,0,19,0,370.5,577,36.09%,1599,30,2236,477,0,0,0,0,21.33%,#DIV/0!,0.298311445,#DIV/0!,19.98348974,741,-0.01026,-1.03%,-147.6,298,279,577,A,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),4,1,4,3,2,5,2,1,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,113
S6C5b14,S6,C5b14,21,17,12:51:17,12079,20.9,20.5,Server,Server,0,0,1667.200003,0,-85,0,-1785,365,12.36%,2954,23,1492,140,0,1676,0,1,9.38%,0.00%,0.047393365,0,20.33067034,357,-0.00476,-0.48%,-117.799997,140,225,365,B,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,5,4,5,5,5,2,1,2,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,135
S6C5a14,S6,C5a14,21,3,12:57:49,12470,21.1,21,Server,Server,0,10,-1625.90006,63,77,-3,1617,617,18.27%,3378,50,1784,350,0,2006,117,1,19.62%,5.83%,0.103611604,1.73E-05,20.22880424,63,-0.00952,-0.96%,-8.90006,347,270,617,A,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),5,5,2,5,5,5,1,1,5,5,5,5,5,3,5,5,5,3,3,5,3,3,5,3,5,5,5,5,5,5,0,127
S6C514T,S6,C514T,21,15,12:57:27,12450,20.800001,20.6,Server,Server,0,0,1363.700013,0,-73,0,-1533,767,23.11%,3319,56,1890,346,0,2124,190,1,18.31%,8.95%,0.104248268,2.70E-05,20.31063579,315,-0.00952,-0.96%,-169.299987,347,420,767,,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),4,3,4,2,4,3,3,4,4,4,3,3,4,3,4,1,1,1,1,4,4,4,4,4,3,4,4,4,3,4,0,98
S6C4b14,S6,C4b14,20.9,11,12:59:35,12579,20.9,20.7,Server,Server,0,0,1723.8004,0,-72,0,-1504.8,1746,48.01%,3637,76,2716,663,0,2194,540,1,24.41%,24.61%,0.182293099,6.77E-05,20.39422613,229.9,0,0.00%,219.0004,837,909,1746,B,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,4,3,3,3,5,1,1,5,2,5,2,2,2,4,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,0,117
S6C4a14,S6,C4a14,21,3,12:51:32,12093,20.9,20,Server,Server,0,0,6117.900099,0,-296,0,-6216,1124,35.35%,3180,47,924,176,0,2590,515,1,19.05%,19.88%,0.055345912,6.25E-05,20.25930821,63,-0.00476,-0.48%,-98.099901,414,710,1124,A,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),1,5,4,4,4,5,5,2,4,3,4,3,3,3,4,4,4,4,4,4,3,3,4,5,5,5,5,4,4,4,0,116
S6C3b14,S6,C3b14,20.7,3,12:59:26,12569,20.6,20.5,Server,Server,0,0,3425.50026,0,-162,0,-3353.4,1418,41.64%,3405,59,1686,583,0,3086,549,1,34.58%,17.79%,0.171218796,5.22E-05,20.24819394,62.1,-0.00483,-0.48%,72.10026,628,790,1418,B,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),2,1,4,3,2,5,4,1,2,4,5,3,4,3,4,5,5,5,5,4,3,2,4,3,4,4,5,4,4,4,0,108
S6C3a14,S6,C3a14,20.8,9,12:59:35,12577,20.7,20.4,Server,Server,0,0,3563.000092,0,-166,0,-3452.8,1680,47.51%,3536,72,1806,448,0,2740,633,1,24.81%,23.10%,0.126696833,6.53E-05,20.31790162,187.2,-0.00481,-0.48%,110.200092,757,923,1680,A,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,3,4,4,2,5,5,1,5,5,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,5,0,113
S6C314T,S6,C314T,20.8,9,12:59:35,12577,20.7,20.4,Server,Server,0,0,3563.000092,0,-166,0,-3452.8,1680,47.51%,3536,72,1806,448,0,2740,633,1,24.81%,23.10%,0.126696833,6.53E-05,20.31790162,187.2,-0.00481,-0.48%,110.200092,757,923,1680,,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),2,4,4,4,1,5,3,3,4,4,4,2,3,1,1,5,5,5,5,5,3,3,4,4,5,5,5,5,5,4,0,113
S6C2b14,S6,C2b14,21,23,12:59:52,12595,20.9,20.800001,Server,Server,0,0,13919.10004,0,-697,0,-14637,3237,71.50%,4527,128,1884,736,0,3428,919,1,39.07%,26.81%,0.162580075,5.92E-05,20.21910765,483,-0.00476,-0.48%,-717.899962,1270,1967,3237,B,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),1,3,4,5,1,4,5,2,3,3,3,4,3,4,2,1,1,5,5,5,2,5,2,2,4,2,2,4,4,5,0,96
S6C2a14,S6,C2a14,20.9,48,12:59:10,12552,20.9,20.6,Server,Server,0,10,-1245.600035,1003.2,63,-48,1316.7,5575,93.48%,5964,158,2416,895,0,4132,1994,1,37.04%,48.26%,0.150067069,8.09E-05,20.22164663,1003.2,0.00478,0.48%,71.099965,2819,2756,5575,A,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),2,1,3,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,3,1,107
S6C20b1,S6,C20b1,20.9,8,12:57:33,12454,20.9,20.800001,Server,Server,0,0,1525.700061,0,-73,0,-1525.7,471,16.60%,2837,33,788,107,0,2518,102,1,13.58%,4.05%,0.037715897,1.43E-05,20.30130422,167.2,0.00478,0.48%,6.10E-05,199,272,471,B,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),4,3,2,4,2,5,2,2,3,3,4,4,3,2,4,4,4,4,4,4,3,3,4,3,4,3,3,3,3,2,0,98
S6C20a1,S6,C20a1,20.9,11,12:52:45,12169,20.9,20.4,Server,Server,0,0,1284.00008,0,-62,0,-1295.8,418,14.63%,2857,27,788,122,0,2312,30,1,15.48%,1.30%,0.042702135,4.54E-06,20.29555488,229.9,0.00478,0.48%,-11.79992,178,240,418,A,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),1,5,2,4,1,4,1,5,5,2,5,4,4,2,5,2,2,2,2,4,5,2,4,4,5,5,5,5,5,5,0,107
S6C1b14,S6,C1b14,20.8,25,12:56:58,12421,21.300001,20.800001,Server,Server,0,10,2469.699896,520,-135,-25,-2808,2553,48.15%,5302,135,3874,1079,0,2062,365,1,27.85%,17.70%,0.20350811,3.34E-05,20.20230105,520,0.02404,2.38%,-338.300104,1209,1344,2553,B,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,3,4,4,2,5,5,2,4,3,2,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4,2,4,4,0,110
S6C1a14,S6,C1a14,21.3,3,12:58:57,12540,21.2,21,Server,Server,10,0,5387.7,-63.9,-287,3,-6113.1,2383,46.06%,5174,125,2986,765,0,2864,628,1,25.62%,21.93%,0.147854658,4.24E-05,20.19223038,63.9,-0.00469,-0.47%,-725.4,1048,1335,2383,A,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),3,4,3,4,4,4,4,2,4,4,4,4,5,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,119
S6C19b1,S6,C19b1,20.5,1,12:54:03,12247,21,20.5,Server,Server,0,10,-148.4,20.5,0,-1,0,896,28.35%,3160,66,1202,136,0,2130,322,1,11.31%,15.12%,0.043037975,4.78E-05,20.27079114,20.5,0,0.00%,-148.4,448,448,896,B,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,4,5,4,1,4,4,2,4,4,5,4,4,2,4,3,3,3,3,5,3,3,4,4,3,4,3,3,4,3,0,104
S6C19a1,S6,C19a1,21,7,12:57:32,12455,20.7,20.6,Server,Server,0,0,-258.4,0,10,0,210,638,20.95%,3046,43,1038,125,0,2002,244,1,12.04%,12.19%,0.041037426,4.00E-05,20.33145113,147,-0.01429,-1.44%,-48.4,324,314,638,A,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,5,2,3,2,4,4,2,5,3,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,0,112
S6C17B1,S6,C17B1,20.9,20,12:59:53,12595,20.9,20.2,Server,Server,0,0,3865.20016,0,-186,0,-3887.4,822,25.70%,3199,62,1090,145,0,2972,374,1,13.30%,12.58%,0.045326665,3.93E-05,20.33401068,418,0.00478,0.48%,-22.19984,318,504,822,B,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),3,4,4,3,2,4,4,2,2,3,5,5,4,4,5,5,5,5,5,5,3,3,5,4,4,4,4,5,5,4,0,120
S6C17A1,S6,C17A1,20.1,18,12:57:43,12468,21,20.800001,Server,Server,0,10,5381.80005,361.8,-263,-18,-5286.3,571,19.57%,2917,37,868,40,0,2482,248,1,4.61%,9.99%,0.013712719,3.43E-05,20.31930067,361.8,0,0.00%,95.50005,154,417,571,A,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),4,3,3,4,2,3,3,3,3,5,3,1,4,1,3,3,3,3,3,5,3,4,2,3,4,3,4,3,3,1,0,92
S6C16b1,S6,C16b1,20.2,20,12:58:51,12534,21,20.2,Server,Server,0,10,-1456.200072,404,69,-20,1393.8,1075,31.11%,3456,63,1514,193,0,2770,511,1,12.75%,18.45%,0.055844907,5.34E-05,20.32980327,404,0,0.00%,-62.400072,572,503,1075,B,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),3,3,3,4,2,5,5,1,2,3,4,4,3,2,3,2,4,2,2,4,4,3,4,3,4,3,3,3,4,2,0,94
S6C16a1,S6,C16a1,20.6,11,12:57:28,12450,20.5,20.300001,Server,Server,0,0,10098.29993,0,-506,0,-10423.6,2154,51.01%,4223,64,1998,1091,0,2786,444,1,54.60%,15.94%,0.258347147,3.77E-05,20.15306665,226.6,0.01942,1.92%,-325.300069,824,1330,2154,A,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),4,3,1,3,3,5,4,1,2,2,2,2,3,3,3,1,2,1,1,3,3,3,3,3,4,2,3,3,3,2,0,78
S6C15b1,S6,C15b1,21.1,20,12:59:07,12549,21.1,21,Server,Server,10,0,5085.299978,-422,-265,20,-5591.5,2975,64.38%,4621,199,1490,479,0,3242,1024,1,32.15%,31.59%,0.103657217,6.84E-05,20.28602037,422,0,0.00%,-506.200022,1355,1620,2975,B,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),5,4,4,4,2,4,4,1,4,4,4,4,3,3,5,2,2,2,2,5,3,3,3,4,4,4,4,4,4,5,0,106
S6C15a1,S6,C15a1,20.9,20,1:00:00,12601,21.1,20.9,Server,Server,10,10,5970.100054,0,-300,0,-6270,2220,55.98%,3966,172,1228,320,0,3000,1000,1,26.06%,33.33%,0.08068583,8.40E-05,20.23895616,418,0.00478,0.48%,-299.899946,960,1260,2220,A,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),5,1,1,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,4,1,3,1,1,1,0,55
S6C14b1,S6,C14b1,21,14,12:58:23,12504,21,20.800001,Server,Server,10,0,6145.00005,-294,-308,14,-6468,1066,32.42%,3288,39,1184,393,0,2288,224,1,33.19%,9.79%,0.119525547,2.98E-05,20.22204989,294,-0.02857,-2.90%,-322.99995,379,687,1066,B,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),1,3,5,5,1,5,1,1,5,2,5,5,5,1,5,3,2,5,5,5,5,3,2,5,5,5,5,5,5,2,0,112
S6C14a1,S6,C14a1,21.1,16,12:56:50,12412,20.4,20.2,Server,Server,10,0,3014.3,-337.6,-155,16,-3270.5,1057,29.43%,3592,41,1356,199,0,3082,616,1,14.68%,19.99%,0.055400891,5.56E-05,20.27530626,337.6,-0.03318,-3.37%,-256.2,451,606,1057,A,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),1,5,3,4,1,5,5,1,3,3,3,4,4,3,4,2,2,2,2,3,3,3,5,3,4,3,3,3,3,4,1,95
S6C12B1,S6,C12B1,20.9,47,12:53:09,12191,20.9,20.300001,Server,Server,0,0,4901.900027,0,-237,0,-4953.3,1303,37.56%,3469,64,1634,341,0,2368,389,1,20.87%,16.43%,0.098299222,4.74E-05,20.29930821,982.3,0.00478,0.48%,-51.399973,533,770,1303,B,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),5,1,4,1,5,3,3,2,5,2,5,3,4,2,5,2,5,3,5,5,3,3,5,3,3,3,4,4,4,5,0,107
S6C12A1,S6,C12A1,21.1,10,12:57:54,12476,21.1,20.6,Server,Server,10,0,-19.400047,-211,-10,10,-211,2322,51.49%,4510,112,1656,269,0,4178,1267,1,16.24%,30.33%,0.059645233,6.72E-05,20.24487807,211,-0.03791,-3.87%,-230.400047,1156,1166,2322,A,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,3,4,4,4,3,2,4,4,3,3,3,4,2,3,2,4,2,2,3,3,3,4,3,2,3,3,3,3,3,0,91
S6C11b1,S6,C11b1,20.5,22,12:50:34,12035,20.5,20.2,Server,Server,0,0,840.6,0,-39,0,-799.5,429,14.90%,2880,19,1268,195,0,1980,50,1,15.38%,2.53%,0.067708333,8.77E-06,20.28218753,451,0.01951,1.93%,41.1,195,234,429,B,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),3,4,4,4,3,3,3,3,3,3,3,4,4,4,3,4,4,4,3,4,4,4,4,4,3,3,3,3,3,3,0,104
